ID,Walk,Species, Latitude, Longitude,Date, Time
1,1,human,51.436489,-1.335357,22/07/2017, 11:39:31
1,1,human,51.436512,-1.335363,22/07/2017, 11:40:22
1,1,human,51.436333,-1.33536,22/07/2017, 11:41:14
1,1,human,51.436245,-1.335346,22/07/2017, 11:41:54
1,1,human,51.436264,-1.335416,22/07/2017, 11:42:43
1,1,human,51.436157,-1.335203,22/07/2017, 11:43:12
1,1,human,51.436462,-1.335261,22/07/2017, 11:43:40
1,1,human,51.436386,-1.335434,22/07/2017, 11:44:09
1,1,human,51.436337,-1.33508,22/07/2017, 11:44:44
1,1,human,51.436378,-1.335198,22/07/2017, 11:45:13
1,1,human,51.436222,-1.335114,22/07/2017, 11:45:35
1,1,human,51.436325,-1.335823,22/07/2017, 11:48:06
1,1,human,51.436623,-1.336442,22/07/2017, 11:48:49
1,1,human,51.43663,-1.336855,22/07/2017, 11:49:31
1,1,human,51.436451,-1.337353,22/07/2017, 11:50:18
1,1,human,51.436176,-1.338197,22/07/2017, 11:51:07
1,1,human,51.435993,-1.339096,22/07/2017, 11:51:56
1,1,human,51.435753,-1.339623,22/07/2017, 11:52:33
1,1,human,51.435524,-1.340075,22/07/2017, 11:53:07
1,1,human,51.435032,-1.340026,22/07/2017, 11:53:34
1,1,human,51.435188,-1.340803,22/07/2017, 11:54:00
1,1,human,51.434547,-1.340095,22/07/2017, 11:54:27
1,1,human,51.434643,-1.340332,22/07/2017, 11:54:50
1,1,human,51.434402,-1.340015,22/07/2017, 11:55:19
1,1,human,51.43409,-1.339784,22/07/2017, 11:55:47
1,1,human,51.433941,-1.339768,22/07/2017, 11:56:22
1,1,human,51.433727,-1.339525,22/07/2017, 11:56:49
1,1,human,51.433704,-1.339025,22/07/2017, 11:57:18
1,1,human,51.433296,-1.339147,22/07/2017, 11:57:45
1,1,human,51.433281,-1.339547,22/07/2017, 11:58:09
1,1,human,51.43306,-1.339636,22/07/2017, 11:58:32
1,1,human,51.432899,-1.339791,22/07/2017, 11:58:59
1,1,human,51.43261,-1.339938,22/07/2017, 11:59:30
1,1,human,51.432289,-1.3397,22/07/2017, 12:00:07
1,1,human,51.431995,-1.339421,22/07/2017, 12:00:38
1,1,human,51.431664,-1.339533,22/07/2017, 12:01:11
1,1,human,51.431343,-1.33964,22/07/2017, 12:01:38
1,1,human,51.430885,-1.33979,22/07/2017, 12:02:17
1,1,human,51.430607,-1.339354,22/07/2017, 12:03:00
1,1,human,51.430321,-1.338612,22/07/2017, 12:03:45
1,1,human,51.430126,-1.337928,22/07/2017, 12:04:16
1,1,human,51.430111,-1.337423,22/07/2017, 12:04:42
1,1,human,51.430019,-1.337288,22/07/2017, 12:05:07
1,1,human,51.429974,-1.337162,22/07/2017, 12:05:33
1,1,human,51.429932,-1.337,22/07/2017, 12:05:59
1,1,human,51.429752,-1.336886,22/07/2017, 12:06:25
1,1,human,51.429672,-1.336579,22/07/2017, 12:06:50
1,1,human,51.429527,-1.336366,22/07/2017, 12:07:14
1,1,human,51.429363,-1.33615,22/07/2017, 12:07:37
1,1,human,51.429169,-1.336058,22/07/2017, 12:07:59
1,1,human,51.429043,-1.33567,22/07/2017, 12:08:24
1,1,human,51.428925,-1.335711,22/07/2017, 12:08:49
1,1,human,51.428753,-1.335441,22/07/2017, 12:09:25
1,1,human,51.428604,-1.335173,22/07/2017, 12:09:55
1,1,human,51.428738,-1.33476,22/07/2017, 12:10:21
1,1,human,51.428997,-1.334957,22/07/2017, 12:10:52
1,1,human,51.429287,-1.334776,22/07/2017, 12:11:22
1,1,human,51.429405,-1.334764,22/07/2017, 12:11:48
1,1,human,51.429573,-1.334637,22/07/2017, 12:12:08
1,1,human,51.42979,-1.334661,22/07/2017, 12:12:35
1,1,human,51.430061,-1.33476,22/07/2017, 12:13:00
1,1,human,51.430336,-1.33471,22/07/2017, 12:13:25
1,1,human,51.430508,-1.334732,22/07/2017, 12:13:51
1,1,human,51.430786,-1.334716,22/07/2017, 12:14:17
1,1,human,51.430988,-1.334657,22/07/2017, 12:14:43
1,1,human,51.431355,-1.334538,22/07/2017, 12:15:11
1,1,human,51.431549,-1.334278,22/07/2017, 12:15:38
1,1,human,51.431843,-1.3341,22/07/2017, 12:16:05
1,1,human,51.432007,-1.334136,22/07/2017, 12:16:33
1,1,human,51.43224,-1.33427,22/07/2017, 12:16:59
1,1,human,51.432568,-1.334388,22/07/2017, 12:17:30
1,1,human,51.4328,-1.334531,22/07/2017, 12:17:57
1,1,human,51.433113,-1.334577,22/07/2017, 12:18:24
1,1,human,51.433289,-1.334534,22/07/2017, 12:18:49
1,1,human,51.433655,-1.334571,22/07/2017, 12:19:15
1,1,human,51.433891,-1.334354,22/07/2017, 12:19:45
1,1,human,51.434258,-1.334496,22/07/2017, 12:20:15
1,1,human,51.43457,-1.334442,22/07/2017, 12:20:43
1,1,human,51.434914,-1.334227,22/07/2017, 12:21:13
1,1,human,51.435112,-1.334343,22/07/2017, 12:21:39
1,1,human,51.435478,-1.33442,22/07/2017, 12:22:04
1,1,human,51.435791,-1.334617,22/07/2017, 12:22:32
1,1,human,51.435677,-1.334961,22/07/2017, 12:22:59
2,1,dog,51.436989,-1.335286,22/07/2017, 11:39:11
2,1,dog,51.436924,-1.335336,22/07/2017, 11:39:38
2,1,dog,51.436825,-1.335261,22/07/2017, 11:40:08
2,1,dog,51.436817,-1.335261,22/07/2017, 11:40:36
2,1,dog,51.437084,-1.335316,22/07/2017, 11:41:03
2,1,dog,51.437057,-1.335253,22/07/2017, 11:41:34
2,1,dog,51.436882,-1.335317,22/07/2017, 11:42:07
2,1,dog,51.436684,-1.335288,22/07/2017, 11:42:35
2,1,dog,51.436813,-1.335224,22/07/2017, 11:43:04
2,1,dog,51.437248,-1.33521,22/07/2017, 11:43:31
2,1,dog,51.437382,-1.335217,22/07/2017, 11:43:56
2,1,dog,51.436802,-1.335279,22/07/2017, 11:44:17
2,1,dog,51.436905,-1.335145,22/07/2017, 11:44:44
2,1,dog,51.436745,-1.335242,22/07/2017, 11:45:04
2,1,dog,51.436726,-1.335223,22/07/2017, 11:45:29
2,1,dog,51.436638,-1.335216,22/07/2017, 11:45:54
2,1,dog,51.436947,-1.335212,22/07/2017, 11:46:22
2,1,dog,51.436844,-1.335443,22/07/2017, 11:46:49
2,1,dog,51.437519,-1.335637,22/07/2017, 11:47:16
2,1,dog,51.437229,-1.33601,22/07/2017, 11:47:43
2,1,dog,51.437431,-1.336715,22/07/2017, 11:48:08
2,1,dog,51.437416,-1.336674,22/07/2017, 11:48:29
2,1,dog,51.437416,-1.337023,22/07/2017, 11:48:54
2,1,dog,51.437622,-1.337206,22/07/2017, 11:49:14
2,1,dog,51.438038,-1.337422,22/07/2017, 11:49:39
2,1,dog,51.437626,-1.337896,22/07/2017, 11:50:05
2,1,dog,51.437359,-1.337989,22/07/2017, 11:50:29
2,1,dog,51.437141,-1.338363,22/07/2017, 11:50:49
2,1,dog,51.436806,-1.338826,22/07/2017, 11:51:08
2,1,dog,51.436813,-1.338975,22/07/2017, 11:51:27
2,1,dog,51.436584,-1.339221,22/07/2017, 11:51:46
2,1,dog,51.436401,-1.339549,22/07/2017, 11:52:09
2,1,dog,51.436115,-1.339909,22/07/2017, 11:52:34
2,1,dog,51.436127,-1.34002,22/07/2017, 11:52:53
2,1,dog,51.435825,-1.340459,22/07/2017, 11:53:12
2,1,dog,51.435818,-1.340452,22/07/2017, 11:53:31
2,1,dog,51.435581,-1.340675,22/07/2017, 11:53:54
2,1,dog,51.435207,-1.340574,22/07/2017, 11:54:21
2,1,dog,51.435074,-1.340258,22/07/2017, 11:54:49
2,1,dog,51.435238,-1.340052,22/07/2017, 11:55:13
2,1,dog,51.434647,-1.339857,22/07/2017, 11:55:51
2,1,dog,51.434292,-1.339644,22/07/2017, 11:56:12
2,1,dog,51.4347,-1.339409,22/07/2017, 11:56:40
2,1,dog,51.434689,-1.339084,22/07/2017, 11:57:08
2,1,dog,51.434074,-1.339049,22/07/2017, 11:57:28
2,1,dog,51.434532,-1.339207,22/07/2017, 11:57:54
2,1,dog,51.433968,-1.339587,22/07/2017, 11:58:29
2,1,dog,51.433563,-1.339802,22/07/2017, 11:58:57
2,1,dog,51.433376,-1.340113,22/07/2017, 11:59:18
2,1,dog,51.433075,-1.339969,22/07/2017, 11:59:43
2,1,dog,51.432636,-1.339658,22/07/2017, 12:00:12
2,1,dog,51.432533,-1.339476,22/07/2017, 12:00:38
2,1,dog,51.432194,-1.339324,22/07/2017, 12:00:59
2,1,dog,51.432301,-1.339567,22/07/2017, 12:01:23
2,1,dog,51.431732,-1.339401,22/07/2017, 12:02:37
2,1,dog,51.431702,-1.339179,22/07/2017, 12:03:06
2,1,dog,51.430817,-1.33867,22/07/2017, 12:03:36
2,1,dog,51.430828,-1.338047,22/07/2017, 12:04:06
2,1,dog,51.430759,-1.337659,22/07/2017, 12:04:32
2,1,dog,51.430511,-1.337381,22/07/2017, 12:05:08
2,1,dog,51.430466,-1.337409,22/07/2017, 12:05:31
2,1,dog,51.430645,-1.3364,22/07/2017, 12:06:35
2,1,dog,51.43026,-1.33666,22/07/2017, 12:07:08
2,1,dog,51.429993,-1.335741,22/07/2017, 12:08:06
2,1,dog,51.430721,-1.334745,22/07/2017, 12:14:47
2,1,dog,51.431404,-1.334035,22/07/2017, 12:15:42
2,1,dog,51.431534,-1.334174,22/07/2017, 12:16:37
2,1,dog,51.432182,-1.334458,22/07/2017, 12:17:26
2,1,dog,51.432972,-1.33482,22/07/2017, 12:18:17
2,1,dog,51.433895,-1.334335,22/07/2017, 12:18:49
2,1,dog,51.434853,-1.334333,22/07/2017, 12:19:23
2,1,dog,51.434727,-1.334329,22/07/2017, 12:19:54
2,1,dog,51.434948,-1.334319,22/07/2017, 12:20:32
2,1,dog,51.435211,-1.334298,22/07/2017, 12:21:02
2,1,dog,51.435574,-1.334151,22/07/2017, 12:21:42
2,1,dog,51.436268,-1.334667,22/07/2017, 12:22:05
2,1,dog,51.436279,-1.334334,22/07/2017, 12:22:26
3,2,human,51.436077,-1.335551,19/08/2017, 11:39:05
3,2,human,51.436146,-1.33534,19/08/2017, 11:39:24
3,2,human,51.436203,-1.335286,19/08/2017, 11:39:46
3,2,human,51.436165,-1.335219,19/08/2017, 11:40:10
3,2,human,51.436146,-1.33524,19/08/2017, 11:40:32
3,2,human,51.436184,-1.335181,19/08/2017, 11:40:53
3,2,human,51.43623,-1.335221,19/08/2017, 11:41:15
3,2,human,51.43623,-1.335265,19/08/2017, 11:41:36
3,2,human,51.436203,-1.335079,19/08/2017, 11:41:57
3,2,human,51.436172,-1.335199,19/08/2017, 11:42:18
3,2,human,51.436199,-1.335261,19/08/2017, 11:42:39
